,date,daily_return
0,2018-05-10,0.0
1,2018-05-11,-0.0031595703702086454
2,2018-05-14,0.00026274720845160615
3,2018-05-15,-0.0014066004887084479
4,2018-05-16,-0.0002671146030898779
5,2018-05-17,-0.009476304114549913
6,2018-05-18,-0.0036639384688497557
7,2018-05-21,-0.00027852467699747007
8,2018-05-22,0.005079603332104996
9,2018-05-23,-0.014212135858614873
10,2018-05-24,-0.012530128343387048
11,2018-05-25,-0.012801148560192963
12,2018-05-29,-0.028877078901227933
13,2018-05-30,0.0017853366873144497
14,2018-06-01,0.003461740126094357
15,2018-06-04,0.010005629656417086
16,2018-06-05,-0.010946770472585169
17,2018-06-06,-0.0011244686888580795
18,2018-06-07,-0.009825895723051594
19,2018-06-08,-0.010718501074839501
20,2018-06-11,0.005125127527699813
21,2018-06-12,0.005874390369157944
22,2018-06-13,-0.0068867269743684055
23,2018-06-14,0.0011306865675523544
24,2018-06-15,-0.010729894722618672
25,2018-06-19,-0.012191695841968057
26,2018-06-20,0.0020743989850505124
27,2018-06-21,-0.012400219236229209
28,2018-06-22,0.008974766135961787
29,2018-06-25,-0.012330135859181447
30,2018-06-26,0.0029551842776371156
31,2018-06-27,-0.006546994475002428
32,2018-06-28,0.008061002180785874
33,2018-06-29,0.008609647287699307
34,2018-07-02,-0.004574845797486386
35,2018-07-03,0.006106279630596711
36,2018-07-05,0.005291373599028708
37,2018-07-06,0.005990687927115829
38,2018-12-11,0.02108576154643233
39,2018-12-12,0.008892064937726981
40,2018-12-13,0.0049741802069403545
41,2018-12-14,-0.008977166449520263
42,2018-12-17,-0.008557448998378788
43,2018-12-18,0.0004676787085071631
44,2018-12-19,-0.009449539845826018
45,2018-12-20,-0.01233049282993596
46,2018-12-21,-0.008988136995053724
47,2018-12-27,0.0009518329393325233
48,2018-12-28,0.011205045894056258
49,2019-01-02,0.007795448038202076
50,2019-01-03,0.0019259099259074997
51,2019-01-04,0.022089572250679982
52,2019-01-07,0.00552121269004646
53,2019-01-08,0.006062234983318278
54,2019-01-09,0.006065703978579242
55,2019-01-10,0.001860288191915375
56,2019-01-15,0.007971660350922491
57,2019-01-16,0.003741408668565347
58,2019-01-18,0.024573855699968186
59,2019-01-22,-0.015691992945630055
60,2019-01-23,0.00333727720702106
61,2019-01-24,0.002476972517883159
62,2019-01-28,-0.008705725753183386
63,2019-01-29,0.003975368801115028
64,2019-01-30,0.0061961330288713215
65,2019-01-31,0.0036571431332772975
66,2019-02-01,0.0023295644321790947
67,2019-02-12,0.010916245794866565
68,2019-02-13,0.005518585842905387
69,2019-02-14,0.00455788744124647
70,2019-02-15,0.0041991374242827265
71,2019-02-19,0.008065672481386536
72,2019-02-20,0.0018622055148468657
73,2019-02-21,-8.057765267085437e-05
74,2019-02-22,0.008483936791333796
75,2019-02-25,0.014287247718186975
76,2019-02-26,0.003712140295052009
77,2019-02-27,0.003116194937236205
78,2019-02-28,-0.00684170186323331
79,2019-03-01,0.0009698462644582509
80,2019-03-06,0.013941914015364489
81,2019-03-07,2.7099563936926934e-06
82,2019-03-08,-0.014004044258223948
83,2019-03-11,0.023249956124482992
84,2019-03-12,0.003278406549183067
85,2019-03-13,-0.0008195713069718594
86,2019-03-14,-0.007842889583430946
87,2019-03-15,0.007406538833814636
88,2019-03-18,0.010284422709179062
89,2019-03-19,0.003973931369049942
90,2019-03-20,-0.007854771245370889
91,2019-03-21,0.0008073119434823565
92,2019-03-22,-0.021441466203188386
93,2019-03-25,-0.005661785913545352
94,2019-03-26,0.0027281033783574586
95,2019-03-27,-0.010835393380024363
96,2019-03-28,0.006312440535301868
97,2019-03-29,0.010957981434056317
98,2019-04-01,0.016722448069857558
99,2019-04-02,0.0017692771530744078
100,2019-04-03,0.0018096140874913759
101,2019-04-04,0.008057070037044041
102,2019-04-08,0.0011230898363212142
103,2019-04-09,-0.0064222218303538105
104,2019-04-10,0.0008269847386720026
105,2019-04-11,-0.004969700706901631
106,2019-04-12,-0.0032222724829624036
107,2019-04-15,0.0012428186180750464
108,2019-04-16,0.010382683207020035
109,2019-04-17,0.0018304452078878933
110,2019-04-18,0.006221372267380334
111,2019-04-23,0.004421399423988573
112,2019-04-24,-0.006250436757668735
113,2019-04-25,-0.00266935173737648
114,2019-04-26,-0.003509575866980816
115,2019-05-06,-0.025515280114799813
116,2019-05-07,-0.0075788606796207995
117,2019-05-08,0.0014771453331787281
118,2019-05-09,-0.010734815229585935
119,2019-05-10,0.004584410376739822
120,2019-05-13,-0.022103398090531277
121,2019-05-14,0.006189649032436863
122,2019-05-15,0.00533549363165612
123,2019-05-16,0.004222439106718001
124,2019-05-17,-0.0104620996547014
125,2019-05-20,-0.0019289889490013447
126,2019-05-21,0.01635297222801744
127,2019-05-22,-0.006378685906019248
128,2019-05-23,-0.012710502671400501
129,2019-05-24,0.0010819415267104644
130,2019-05-28,0.01474941479786247
131,2019-05-29,-0.0034473386479760564
132,2019-05-30,0.0023946877642610303
133,2019-05-31,-0.00980130953638949
134,2019-06-03,-0.004392902107907855
135,2019-06-04,0.009598609916809244
136,2019-06-05,-0.003095371863258406
137,2019-06-06,0.002064694107862658
138,2019-06-11,0.025675931138269645
139,2019-06-12,-0.0037934945130525333
140,2019-06-13,0.005690773125857523
141,2019-06-14,-0.005890159205118903
142,2019-06-17,0.0005307608630356872
143,2019-06-18,0.011358867615976676
144,2019-06-19,0.004185291790533135
145,2019-06-21,0.011530267592066752
146,2019-06-24,-0.0010869817623182269
147,2019-06-25,-0.01244191381848126
148,2019-06-26,0.001085534752314621
