,date,daily_return
0,2018-01-02,0.0
1,2018-01-03,0.004930270384875763
2,2018-01-04,0.013398162698983212
3,2018-01-05,0.007197068857476259
4,2018-01-08,0.0062303239609967755
5,2018-01-09,-0.003566993608768637
6,2018-01-10,-0.0005353754059530312
7,2018-01-11,0.00878170728830563
8,2018-01-12,0.0022081167469358855
9,2018-01-16,-0.000737521721887645
10,2018-01-17,0.0057996974554315305
11,2018-01-18,0.005472876025688423
12,2018-01-19,0.004419329009988067
13,2018-01-22,0.005364740951095964
14,2018-01-23,-0.002315182957526677
15,2018-01-24,0.009931378654783093
16,2018-01-25,0.00647427764837363
17,2018-01-26,0.009502819539862348
18,2018-01-29,-0.001454848859366838
19,2018-01-30,-0.010867222370033477
20,2018-01-31,0.0016527045231446809
21,2018-02-01,-0.00427692679460481
22,2018-02-02,-0.007970789725281492
23,2018-02-05,-0.01723184120872263
24,2018-02-06,-9.308400990470347e-06
25,2018-02-07,-0.002580241751025746
26,2018-02-08,-0.023173936300801237
27,2018-02-09,-0.013864865081540917
28,2018-02-14,0.025596268164142934
29,2018-02-22,0.01958435115427965
30,2018-02-23,0.011166645048287698
31,2018-02-26,0.010571833575618583
32,2018-02-27,-0.01003537927813981
33,2018-02-28,-0.011905910366360977
34,2018-03-01,-0.005466822885682548
35,2018-03-02,-0.004921603191407545
36,2018-03-05,-0.0006969212275285977
37,2018-03-06,0.0033806682151003497
38,2018-03-07,-0.002508261923457322
39,2018-03-08,0.003541401239640499
40,2018-03-09,0.009456049912530098
41,2018-03-12,0.0036708240639536736
42,2018-03-13,-0.005899825142526672
43,2018-03-14,-0.006637170052002918
44,2018-03-15,-0.0001855474588114477
45,2018-03-16,-0.0016935971365979556
46,2018-03-19,-0.01535985753754862
47,2018-03-20,0.003072776494969566
48,2018-03-21,0.002665812211010527
49,2018-03-22,-0.014538758513702437
50,2018-03-23,-0.019357314796397254
51,2018-03-26,0.008958334198064074
52,2018-03-27,-0.006704547566366362
53,2018-03-28,-0.0008341539752950169
54,2018-03-29,0.01321797613919537
55,2018-04-03,-0.007016475185527097
56,2018-04-04,0.0018051509087682542
57,2018-04-09,0.0016520677828479942
58,2018-04-10,0.014258688614301043
59,2018-04-11,-0.004075717265461441
60,2018-04-12,0.004243955200302096
61,2018-04-13,-0.004711747767754378
62,2018-04-16,-0.007617789690147057
63,2018-04-17,0.007732412735760477
64,2018-04-18,0.0067396802037306795
65,2018-04-19,0.002967795899019268
66,2018-04-20,-0.008804626314498451
67,2018-04-23,0.00623124603006764
68,2018-04-24,-0.0024298666293861406
69,2018-04-25,-0.003916117763500221
70,2018-04-26,0.007189180181600147
71,2018-04-27,-0.0024602601152517102
72,2018-05-02,-0.005093160990303474
73,2018-05-03,-0.009564684727586512
74,2018-05-04,0.008612176180866883
75,2018-05-07,0.003090320790590421
76,2018-05-08,0.00030815547898945515
77,2018-05-09,0.005904213297192244
78,2018-05-10,0.003588696146424385
79,2018-05-11,-0.003625131462720531
80,2018-05-14,0.0021449160213747845
81,2018-05-15,-0.0020959277868573167
82,2018-05-16,-0.001904756731747548
83,2018-05-17,-0.00865267407510738
84,2018-05-18,-0.0017626237194739661
85,2018-05-21,-0.0005384327029903675
86,2018-05-22,0.004224318434915166
87,2018-05-23,-0.012372960626136572
88,2018-05-24,-0.008887348941798276
89,2018-05-25,-0.01253287715461269
90,2018-05-29,-0.029156752728897214
91,2018-05-30,0.00281423299986186
92,2018-06-01,0.006014431821516123
93,2018-06-04,0.006550594588106453
94,2018-06-05,-0.00908465211162669
95,2018-06-06,0.0009764752486605198
96,2018-06-07,-0.00884392616517249
97,2018-06-08,-0.009920097098166051
98,2018-06-11,0.005100512417300277
99,2018-06-12,0.005373765342631377
100,2018-06-13,-0.005913686536439943
101,2018-06-14,0.0008952699197135148
102,2018-06-15,-0.011649153956220416
103,2018-06-19,-0.011573508156096797
104,2018-06-20,-0.0011237351718881915
105,2018-06-21,-0.009998510039808424
106,2018-06-22,0.006515958533220282
107,2018-06-25,-0.013572212323789969
108,2018-06-26,0.001927615845635743
109,2018-06-27,-0.006258807740701604
110,2018-06-28,0.00993110989999708
111,2018-06-29,0.006978980135147562
112,2018-07-02,-0.005928521937528306
113,2018-07-03,0.005037892591898531
114,2018-07-05,0.00499972326541418
115,2018-07-06,0.0056926712577961384
116,2018-07-10,0.008006877945573594
117,2018-07-11,-0.011456938646528886
118,2018-07-12,0.015723207606642448
119,2018-07-13,0.002876894932093235
120,2018-07-16,-0.0011703874331718616
121,2018-07-17,0.005624460267888948
122,2018-07-18,-0.003215924210190075
123,2018-07-19,-0.0019042278629223947
124,2018-07-20,0.008583618116441264
125,2018-07-23,0.0035373861938008335
126,2018-07-24,0.015522479137272447
127,2018-07-25,0.0012564825906744076
128,2018-07-26,-0.001240891586663921
129,2018-07-27,0.00039079704769976896
130,2018-07-30,0.00019282148773247992
131,2018-07-31,0.002820590881138855
132,2018-08-01,-0.008404121592222612
133,2018-08-02,-0.003778032676358123
134,2018-08-03,0.00911701886304864
135,2018-08-06,-0.000312580587055561
136,2018-08-07,0.007960235116946452
137,2018-08-08,-0.0028791078317635826
138,2018-08-09,0.0026047348846525414
139,2018-08-10,-0.01862082668806052
140,2018-08-13,-0.0028689967938122503
141,2018-08-14,0.00226591838925279
142,2018-08-16,-0.013928145598701747
143,2018-08-17,-0.006945569067667095
144,2018-08-20,0.005157144049324954
145,2018-08-21,0.0014193431718341344
146,2018-08-22,0.0020693016599480207
147,2018-08-23,-0.007811744262836284
148,2018-08-24,0.005921374673336758
