date,600010.SS,600050.SS,600157.SS,600537.SS,600777.SS,600795.SS,601288.SS,601398.SS,601899.SS,AAPL,AMZN,B3SA3.SA,BAC,BBAS3.SA,BBDC4.SA,CMCSA,CS.PA,ELET3.SA,ENEL.MI,ENI.MI,F,GOOGL,INGA.AS,INTC,ITUB4.SA,META,MGLU3.SA,MSFT,PETR3.SA,PETR4.SA,RENT3.SA,STLA.MI,T,TR,VALE3.SA,iSP.MI
2018-01-02,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776
2018-01-03,0.016678282991051674,0.016683319583535194,0.01656157150864601,0.016585543751716614,0.04148552194237709,0.01671198569238186,0.016606274992227554,0.01670476794242859,0.01660577766597271,0.01661883480846882,0.016685333102941513,0.041731130331754684,0.04132002219557762,0.04160483554005623,0.016645468771457672,0.016713947057724,0.041897471994161606,0.04180053621530533,0.016655370593070984,0.0417790561914444,0.041815195232629776,0.04166094586253166,0.016793202608823776,0.016707468777894974,0.04178540036082268,0.04166054725646973,0.0414864756166935,0.04127371311187744,0.041629090905189514,0.01662377640604973,0.016760120168328285,0.016650991514325142,0.04184006154537201,0.01691310666501522,0.04176831990480423,0.01655646227300167
2018-01-04,0.0166823398321867,0.016690446063876152,0.016565190628170967,0.016588525846600533,0.041474033147096634,0.016716763377189636,0.01661107875406742,0.016711357980966568,0.016609270125627518,0.01662176288664341,0.01669098623096943,0.041726596653461456,0.04131052643060684,0.041596487164497375,0.01664864830672741,0.016719907522201538,0.041894495487213135,0.04179641976952553,0.016659781336784363,0.04177291691303253,0.04181119427084923,0.04165239259600639,0.016798948869109154,0.016710948199033737,0.04178287833929062,0.041657205671072006,0.04147554934024811,0.041263774037361145,0.04162251204252243,0.016628051176667213,0.016765976324677467,0.016657190397381783,0.04183845594525337,0.01692252606153488,0.04176518693566322,0.016559749841690063
2018-01-05,0.016678249463438988,0.016688337549567223,0.016561491414904594,0.016584258526563644,0.0414750762283802,0.016712766140699387,0.016607576981186867,0.01670878566801548,0.016605194658041,0.01661710813641548,0.01668815314769745,0.04173150286078453,0.04131460189819336,0.041599128395318985,0.01664414070546627,0.016716714948415756,0.04190020635724068,0.041801851242780685,0.016656186431646347,0.04177696630358696,0.04181637614965439,0.04165487736463547,0.01679551787674427,0.016706259921193123,0.041789159178733826,0.04166316241025925,0.041477467864751816,0.04126731678843498,0.04162668436765671,0.016624342650175095,0.016762783750891685,0.016654610633850098,0.0418454147875309,0.01692052185535431,0.041771601885557175,0.016555629670619965
2018-01-08,0.016658322885632515,0.016669346019625664,0.016543429344892502,0.016565624624490738,0.04149850457906723,0.016691872850060463,0.016588233411312103,0.0166891198605299,0.01658635213971138,0.016597429290413857,0.01666930876672268,0.04175494238734245,0.04134336858987808,0.04162266105413437,0.016624413430690765,0.01669633574783802,0.04192350432276726,0.041825659573078156,0.016637049615383148,0.041800159960985184,0.04183988645672798,0.04167795553803444,0.016774717718362808,0.016685498878359795,0.04181312769651413,0.04168790206313133,0.04150250181555748,0.041296035051345825,0.04165148735046387,0.016605103388428688,0.01674245484173298,0.016635747626423836,0.0418698787689209,0.01689790189266205,0.041797101497650146,0.01653706468641758
2018-01-09,0.016642095521092415,0.01665254309773445,0.016528820618987083,0.01655079424381256,0.041520293802022934,0.01667466014623642,0.016572147607803345,0.01667211763560772,0.016571130603551865,0.01658182218670845,0.016653267666697502,0.04177389293909073,0.04136859253048897,0.041642963886260986,0.016608692705631256,0.016679003834724426,0.04194164276123047,0.0418449304997921,0.01662132702767849,0.04181971400976181,0.041858576238155365,0.041698142886161804,0.016757143661379814,0.016668863594532013,0.04183176904916763,0.04170731082558632,0.041525308042764664,0.04132102057337761,0.04167221114039421,0.016589367762207985,0.016725238412618637,0.016619427129626274,0.041888508945703506,0.016877485439181328,0.0418170690536499,0.016522115096449852
2018-01-10,0.01665842905640602,0.01667122356593609,0.016543304547667503,0.016565270721912384,0.04149501025676727,0.01669224724173546,0.01658882014453411,0.01669042557477951,0.016586346551775932,0.016597041860222816,0.01667022705078125,0.04175505414605141,0.0413404181599617,0.041621629148721695,0.016624070703983307,0.01669742725789547,0.04192453622817993,0.04182528331875801,0.016637207940220833,0.04179893434047699,0.041840508580207825,0.04167633876204491,0.01677565649151802,0.016685308888554573,0.04181394726037979,0.04168887063860893,0.041499219834804535,0.04129407927393913,0.04165083169937134,0.0166051983833313,0.016743337735533714,0.016637129709124565,0.041871167719364166,0.016900684684515,0.041797854006290436,0.01653706654906273
2018-01-11,0.016671009361743927,0.01668439246714115,0.016553832218050957,0.016576675698161125,0.04147911071777344,0.01670554280281067,0.016601402312517166,0.016702860593795776,0.016598477959632874,0.016609497368335724,0.016682017594575882,0.04174080491065979,0.04131729528307915,0.041610073298215866,0.01663624309003353,0.016710950061678886,0.041911303997039795,0.04180758073925972,0.016648482531309128,0.04178226366639137,0.041827354580163956,0.04166305065155029,0.016789354383945465,0.016698604449629784,0.041798174381256104,0.04167461767792702,0.04148141294717789,0.04127636179327965,0.04163597151637077,0.01661658100783825,0.01675608940422535,0.016649892553687096,0.0418550968170166,0.016916848719120026,0.04178142175078392,0.016549361869692802
2018-01-12,0.016667742282152176,0.016681844368577003,0.016550306230783463,0.01657344028353691,0.04148266091942787,0.01670214906334877,0.016598423942923546,0.01669948361814022,0.016595568507909775,0.016606364399194717,0.016678741201758385,0.041744984686374664,0.04131897911429405,0.04161633551120758,0.01663287915289402,0.016707925125956535,0.041915979236364365,0.041809674352407455,0.016644781455397606,0.041784826666116714,0.04183226451277733,0.041667938232421875,0.01678621582686901,0.016695376485586166,0.04180152714252472,0.04167947173118591,0.04148457199335098,0.04128160700201988,0.04164065793156624,0.016612904146313667,0.016752591356635094,0.016647206619381905,0.041858479380607605,0.016914071515202522,0.04178524762392044,0.016546733677387238
2018-01-16,0.016656601801514626,0.016669047996401787,0.01654016599059105,0.01656355895102024,0.04150040075182915,0.016690116375684738,0.01658705063164234,0.01668667420744896,0.016585303470492363,0.016596121713519096,0.016666917130351067,0.041757989674806595,0.041337113827466965,0.04163234680891037,0.016622409224510193,0.016695326194167137,0.04192791506648064,0.04182218760251999,0.016633640974760056,0.041798584163188934,0.041845034807920456,0.04168369248509407,0.016773579642176628,0.016684314236044884,0.0418132022023201,0.04169227182865143,0.041502486914396286,0.041300613433122635,0.041655685752630234,0.01660182513296604,0.01674000918865204,0.016635091975331306,0.041869718581438065,0.01689821481704712,0.04179801419377327,0.016536764800548553
